Cabang,Usia_Ulasan,Tanggal_Scrape,Teks_Ulasan,Teks_Bersih,Tanggal_Ulasan,Label_Prediksi
Gacoan Bojongsari,9 bulan lalu,2026-04-17,makanan nya sangat murah dah enak,makanan nya sangat murah sudah enak,2025-07-17,Positif
Gacoan Bojongsari,5 bulan lalu,2026-04-17,"bagus, bersih dan nyaman",bagus bersih dan nyaman,2025-11-17,Positif
Gacoan Bojongsari,2 tahun lalu,2026-04-17,Gk pernah bosen setiap akhir pekan selalu kesini,tidak pernah bosan setiap akhir pekan selalu kesini,2024-04-17,Positif
Gacoan Bojongsari,2 tahun lalu,2026-04-17,"Gak terlalu antri, meja udah gak semrawut pake nomor yg udah diatur sesuai jumplah yang makan soalnya, jadi teratur dan gak kawatir gak dapet tempat",tidak terlalu antri meja sudah tidak semrawut pakai nomor yang sudah diatur sesuai jumplah yang makan soalnya jadi teratur dan tidak kawatir tidak dapat tempat,2024-04-17,Negatif
Gacoan Bojongsari,2 tahun lalu,2026-04-17,"Udah beberapa kali ke mie gacoan bojongsari, bru kali ini dapet pengalaman gak enak, bahkan smpe gak jadi pesen makanan gara gara salah satu staf ngebentak gara2 saya dan teman saya salah tmpat duduk. Paraaah sih 😈🤬🤬🤬🤬🤬🤬 …",sudah beberapa kali ke mie gacoan bojongsari baru kali ini dapat pengalaman tidak enak bahkan sampai tidak jadi pesan makanan gara gara salah satu staf ngebentak gara2 saya dan teman saya salah tempat duduk paraaah sih,2024-04-17,Negatif
Gacoan Bojongsari,2 tahun lalu,2026-04-17,"Rasa enak & murah, antri cepet ga kaya gacoan lainnya lama bgt😅 disini cepet bgt pelayanannya jadi sukak💖 …",rasa enak murah antri cepat tidak kaya gacoan lainnya lama sangat disini cepat sangat pelayanannya jadi sukak,2024-04-17,Positif
Gacoan Bojongsari,2 bulan lalu,2026-04-17,Tempatnya nyaman,tempatnya nyaman,2026-02-17,Positif
Gacoan Bojongsari,6 bulan lalu,2026-04-17,"Bagus, pelayanan baik",bagus pelayanan baik,2025-10-17,Positif
Gacoan Bojongsari,4 bulan lalu,2026-04-17,pelayanan sangatyy baikkk,pelayanan sangatyy baikkk,2025-12-17,Positif
Gacoan Bojongsari,setahun lalu,2026-04-17,pelayanan ramah sekali,pelayanan ramah sekali,2025-04-17,Positif
Gacoan Bojongsari,2 tahun lalu,2026-04-17,Nyaman buat nongki... Ramah dikantong...,nyaman buat nongki ramah dikantong,2024-04-17,Positif
Gacoan Bojongsari,Diedit 7 bulan lalu,2026-04-17,pemesanannya cepat dan enak,pemesanannya cepat dan enak,2025-09-17,Positif
Gacoan Bojongsari,Diedit 4 bulan lalu,2026-04-17,"pelayanannya bagus, ramah",pelayanannya bagus ramah,2025-12-17,Positif
Gacoan Bojongsari,8 bulan lalu,2026-04-17,Pelayanan ramah cepat dan enak,pelayanan ramah cepat dan enak,2025-08-17,Positif
Gacoan Bojongsari,setahun lalu,2026-04-17,Pernah beli karena ramao akhirnya take away.. ramai anak-anak muda. Karena murah jadi ramai sekali,pernah beli karena ramao akhirnya take away ramai anakanak muda karena murah jadi ramai sekali,2025-04-17,Negatif
Gacoan Bojongsari,11 bulan lalu,2026-04-17,pelayananya baik makananya pun enakk tempatnya nyaman bgt,pelayananya baik makananya pun enakk tempatnya nyaman sangat,2025-05-17,Positif
Gacoan Bojongsari,9 bulan lalu,2026-04-17,"tampat nya bagus, pelayanan nya juga baik dan ramah",tampat nya bagus pelayanan nya juga baik dan ramah,2025-07-17,Positif
Gacoan Bojongsari,setahun lalu,2026-04-17,"sangat reccomended untuk makan dsijiii,karena pelayanannya sangat bagussssa",sangat reccomended untuk makan dsijiiikarena pelayanannya sangat bagussssa,2025-04-17,Positif
Gacoan Bojongsari,2 tahun lalu,2026-04-17,"Makanan nya enak,harganya lumayan murah untuk pelajar..tapi kenapa ya karyawan nya tuh yg didepan kebanyakan ngobrol, ketawa ketawa...",makanan nya enakharganya lumayan murah untuk pelajartapi kenapa ya karyawan nya tuh yang didepan kebanyakan bicara tertawa tertawa,2024-04-17,Negatif
Gacoan Bojongsari,9 bulan lalu,2026-04-17,"Ga ngantri,ga pake lama pokoknya enakkk banget",tidak ngantriga pakai lama pokoknya enakkk sekali,2025-07-17,Positif
Gacoan Bojongsari,2 tahun lalu,2026-04-17,tempatnya nyaman dan pelayanan nya pun ramah😍 …,tempatnya nyaman dan pelayanan nya pun ramah,2024-04-17,Positif
Gacoan Bojongsari,2 tahun lalu,2026-04-17,"minta lvl 1 rasa nya kaya lvl 4 anehh, sebelum nya beli lvl 1 ga pedes' banget, tingkatin lgi requestan pelanggan yg bener",minta level 1 rasa nya kaya level 4 anehh sebelum nya beli level 1 tidak pedas sekali tingkatin lagi requestan pelanggan yang benar,2024-04-17,Negatif
Gacoan Bojongsari,setahun lalu,2026-04-17,tempat dan pelayanannya baikk rasanyaaa bestt parahhh🥰🥰🥰 …,tempat dan pelayanannya baikk rasanyaaa bestt parahhh,2025-04-17,Positif
Gacoan Bojongsari,setahun lalu,2026-04-17,Makanan ga langsung dibuatkan suruh buka jas hujan pula pdhl LG hujan ...,makanan tidak langsung dibuatkan suruh buka jas hujan pula padahal lagi hujan,2025-04-17,Negatif
Gacoan Bojongsari,setahun lalu,2026-04-17,"pelayanan lama, ngantri nya panjang poll, bangku kurang, banyak yang bertiga alhasil bangku banyak yang dipake. LAMA BGT ANTER PESANAN SAMPE 1 JAM",pelayanan lama ngantri nya panjang poll bangku kurang banyak yang bertiga alhasil bangku banyak yang dipakai lama sangat anter pesanan sampai 1 jam,2025-04-17,Negatif
Gacoan Bojongsari,2 tahun lalu,2026-04-17,"Bgus tmpat nya jga bersih tp ni khusus untuk tkng parkir jagn mau uang nya aja ,,parkirin donk sebrangin mao pun mtr mao pun mobil ,,jgn nrma uang nya ja",bagus tempat nya juga bersih tapi ini khusus untuk tkng parkir jagn mau uang nya saja parkirin donk sebrangin mao pun mtr mao pun mobil jangan nrma uang nya ja,2024-04-17,Negatif
Gacoan Bojongsari,2 tahun lalu,2026-04-17,"Pelayanannya jelek, makanan udah abis duluan nunggu minum sampe sejam najis bgttt!!!! Ga lagi lagi dehhh!",pelayanannya jelek makanan sudah abis duluan nunggu minum sampai sejam najis bgttt tidak lagi lagi dehhh,2024-04-17,Negatif
Gacoan Bojongsari,setahun lalu,2026-04-17,"tempatnya nyaman, bersih. pelayanan nya juga ramah rekomen banget gacoan bojongsari",tempatnya nyaman bersih pelayanan nya juga ramah rekomen sekali gacoan bojongsari,2025-04-17,Positif
Gacoan Bojongsari,7 bulan lalu,2026-04-17,harga murah rasa ga murahan,harga murah rasa tidak murahan,2025-09-17,Positif
Gacoan Bojongsari,setahun lalu,2026-04-17,"makanannya debes, pelayannya super ramah dan cepat, suasananya adem👌🏻👌🏻👌🏻 …",makanannya debes pelayannya super ramah dan cepat suasananya adem,2025-04-17,Positif
Gacoan Bojongsari,7 bulan lalu,2026-04-17,gacoannya enak aku suka,gacoannya enak saya suka,2025-09-17,Positif
Gacoan Bojongsari,6 bulan lalu,2026-04-17,adem makananya enak,adem makananya enak,2025-10-17,Positif
Gacoan Bojongsari,setahun lalu,2026-04-17,suka banget deh inces hemmzzzzz,suka sekali deh inces hemmzzzzz,2025-04-17,Positif
Gacoan Bojongsari,9 bulan lalu,2026-04-17,pelayanan nya cepat tempatnya bersih,pelayanan nya cepat tempatnya bersih,2025-07-17,Positif
Gacoan Bojongsari,10 bulan lalu,2026-04-17,tempat nya bersih pelayanannya cepat,tempat nya bersih pelayanannya cepat,2025-06-17,Positif
Gacoan Bojongsari,6 bulan lalu,2026-04-17,tempatnya bersih thebest,tempatnya bersih thebest,2025-10-17,Positif
Gacoan Bojongsari,Diedit setahun lalu,2026-04-17,"bagus tempatnya, enak suasananya, makanannya enakkk apalagi udang kejunya, lumpia udang juara.....",bagus tempatnya enak suasananya makanannya enakkk apalagi udang kejunya lumpia udang juara,2025-04-17,Positif
Gacoan Bojongsari,setahun lalu,2026-04-17,Mienya murah dan enak,mienya murah dan enak,2025-04-17,Positif
Gacoan Bojongsari,setahun lalu,2026-04-17,"tampatnya nyaman,pelayananya okee harganya sangat terjangkau",tampatnya nyamanpelayananya okee harganya sangat terjangkau,2025-04-17,Positif
Gacoan Bojongsari,8 bulan lalu,2026-04-17,oke banget,oke sekali,2025-08-17,Positif
Gacoan Bojongsari,setahun lalu,2026-04-17,"tempatnya enak, pelayanannya oke",tempatnya enak pelayanannya oke,2025-04-17,Positif
Gacoan Bojongsari,Diedit 7 bulan lalu,2026-04-17,disini sangat nyaman dan berish,disini sangat nyaman dan berish,2025-09-17,Positif
Gacoan Bojongsari,2 tahun lalu,2026-04-17,"Kalo cuma antri pada saat mesen its'okay,tapi ini udah pesen nunggu 1 jam dan harus disamperin terus baru diantar,antrian yang sebelum saya banyak yang sudah diantar duluan. Giliran diomelin alesan rame",kalau cuma antri pada saat pesan itsokaytapi ini sudah pesan nunggu 1 jam dan harus disamperin terus baru diantarantrian yang sebelum saya banyak yang sudah diantar duluan giliran diomelin alasan ramai,2024-04-17,Negatif
Gacoan Bojongsari,setahun lalu,2026-04-17,tempatnyaaa nyaman sekalihhh makananya jugaaa manteppp polll warbiasah😋😋 …,tempatnyaaa nyaman sekalihhh makananya jugaaa manteppp polll warbiasah,2025-04-17,Positif
Gacoan Bojongsari,setahun lalu,2026-04-17,"pelayanan nya sangat ramah, dan kebersihan nya sangat terjaga",pelayanan nya sangat ramah dan kebersihan nya sangat terjaga,2025-04-17,Positif
Gacoan Bojongsari,setahun lalu,2026-04-17,"tempatnya bersih dan makanannya cepat hanya dengan 5 menit, makanan enak",tempatnya bersih dan makanannya cepat hanya dengan 5 menit makanan enak,2025-04-17,Positif
Gacoan Bojongsari,8 bulan lalu,2026-04-17,Tempat yang spesial nyaman adem ayem tenteram,tempat yang spesial nyaman adem ayem tenteram,2025-08-17,Positif
Gacoan Bojongsari,8 bulan lalu,2026-04-17,kakaknya ramah dan bersih tempatnya,kakaknya ramah dan bersih tempatnya,2025-08-17,Positif
Gacoan Bojongsari,setahun lalu,2026-04-17,"Makanannya Enak, Pelayanannya Bagus, Suasanya nya nyaman bersih.",makanannya enak pelayanannya bagus suasanya nya nyaman bersih,2025-04-17,Positif
Gacoan Bojongsari,8 bulan lalu,2026-04-17,Harga kaki lima rasa bintang 5,harga kaki lima rasa bintang 5,2025-08-17,Positif
Gacoan Bojongsari,2 tahun lalu,2026-04-17,Skrg mie gacoan porsi nya sedikit bgt.. Apa karna cabe mahal kali ya.. Tp dr pd porsi nya dikurangin mending harga ny dinaikin sdkit.. sumpah kmrn tu dikit bgt...,sekarang mie gacoan porsi nya sedikit sangat apa karena cabe mahal kali ya tapi dari pada porsi nya dikurangin mending harga ny dinaikin sdkit sumpah kemarin itu sedikit sangat,2024-04-17,Negatif
Gacoan Bojongsari,2 tahun lalu,2026-04-17,"Tutup aja mendingan, pelayanan ga memuaskan, gada kata maaf juga. Dih, mikir beribu kali deh kalo mao kesana lagi",tutup saja lebih baik pelayanan tidak memuaskan tidak ada kata maaf juga dih mikir beribu kali deh kalau mao kesana lagi,2024-04-17,Negatif
Gacoan Bojongsari,setahun lalu,2026-04-17,pelayanan nya ramah dan tempat nya bersih,pelayanan nya ramah dan tempat nya bersih,2025-04-17,Positif
Gacoan Bojongsari,2 tahun lalu,2026-04-17,"makanannya lumayan enak, tempatnya cukup nyaman, pelayanannya kayaknya  kasirnya musti di tambah",makanannya lumayan enak tempatnya cukup nyaman pelayanannya kayaknya kasirnya harus di tambah,2024-04-17,Positif
Gacoan Bojongsari,6 bulan lalu,2026-04-17,"tempat,dan pelayannanya oke",tempatdan pelayannanya oke,2025-10-17,Positif
Gacoan Bojongsari,2 tahun lalu,2026-04-17,"Suasana nyaman,santai,rasa makanan standar,hargamerakyat rakyat..tambahin menu cofee...ajib buat ngopi tempatnya",suasana nyamansantairasa makanan standarhargamerakyat rakyattambahin menu cofeeajib buat ngopi tempatnya,2024-04-17,Positif
Gacoan Bojongsari,2 bulan lalu,2026-04-17,bagus,bagus,2026-02-17,Positif
Gacoan Bojongsari,4 bulan lalu,2026-04-17,"Enak, rapih, bersih",enak rapih bersih,2025-12-17,Positif
Gacoan Bojongsari,2 bulan lalu,2026-04-17,bagus enak adem,bagus enak adem,2026-02-17,Positif
Gacoan Bojongsari,7 bulan lalu,2026-04-17,tmp nya bagus pelayanan nya cptt,tmp nya bagus pelayanan nya cptt,2025-09-17,Positif
Gacoan Bojongsari,setahun lalu,2026-04-17,"Pesen makanan level 0 malah di kasih level 1,trus struk makanan di kasih di mie kita jorok gak rekomend deh cabang yang ini",pesan makanan level 0 malah di kasih level 1trus struk makanan di kasih di mie kita jorok tidak rekomend deh cabang yang ini,2025-04-17,Negatif
Gacoan Bojongsari,setahun lalu,2026-04-17,Gacoan ini enak bgttt bumbunya lebih banyak dari gacoan lain yang pernah saya coba tempat nya juga strategis. Parkir luas dan dekat dengan tempat perbelanjaan lain.,gacoan ini enak bgttt bumbunya lebih banyak dari gacoan lain yang pernah saya coba tempat nya juga strategis parkir luas dan dekat dengan tempat perbelanjaan lain,2025-04-17,Positif
Gacoan Bojongsari,setahun lalu,2026-04-17,"mantap mienya, youtube like oryza",mantap mienya youtube like oryza,2025-04-17,Positif
Gacoan Bojongsari,8 bulan lalu,2026-04-17,"makanannya enak, tempatnya enak",makanannya enak tempatnya enak,2025-08-17,Positif
Gacoan Bojongsari,setahun lalu,2026-04-17,"udah 3 kali pesen online, YANG DATANG SELALU GA KONSISTEN PEDESNYA, PESEN LVL 1 YANG DATANG SELALU LVL 2 3 SAMPAI 4, TOLONG PARA KARYAWAN YANG MENYAJIKAN, JANGAN SAMPAI TERTUKAR LAGI!",sudah 3 kali pesan online yang datang selalu tidak konsisten pedesnya pesan level 1 yang datang selalu level 2 3 sampai 4 tolong para karyawan yang menyajikan jangan sampai tertukar lagi,2025-04-17,Negatif
Gacoan Bojongsari,setahun lalu,2026-04-17,Dari semua gacoan cabang yg gw coba hanya ini yang tekstur mienya the best. Kenyal srius sampe kaget. Good job pertahankan!,dari semua gacoan cabang yang saya coba hanya ini yang tekstur mienya the best kenyal srius sampai kaget good job pertahankan,2025-04-17,Positif
Gacoan Bojongsari,10 bulan lalu,2026-04-17,disambut dengan ramah dilayani dengan baik rasa pass selalu konsistennnn💘💘💘 …,disambut dengan ramah dilayani dengan baik rasa pass selalu konsistennnn,2025-06-17,Positif
Gacoan Bojongsari,5 bulan lalu,2026-04-17,disini tempat enak,disini tempat enak,2025-11-17,Positif
Gacoan Bojongsari,2 tahun lalu,2026-04-17,dari sekian banyak mie gacoan yg pernah saya kunjungi rasa mie disini paling enak dan pelayanannya juga lumayan cepat,dari sekian banyak mie gacoan yang pernah saya kunjungi rasa mie disini paling enak dan pelayanannya juga lumayan cepat,2024-04-17,Positif
Gacoan Bojongsari,2 tahun lalu,2026-04-17,Untuk makan lumayan... Suasana resto nya cukup bagus...palng untuk pelayanan aja di percepat untuk antar pesanannya,untuk makan lumayan suasana resto nya cukup baguspalng untuk pelayanan saja di percepat untuk antar pesanannya,2024-04-17,Positif
Gacoan Bojongsari,Diedit 7 bulan lalu,2026-04-17,Makin kesini makin lelet pelayanan nya!,makin kesini makin lelet pelayanan nya,2025-09-17,Negatif
Gacoan Bojongsari,Diedit setahun lalu,2026-04-17,"makin kesini ko jadi lama, klo rame mah wajar lama pelayanan nya ga kaya dulu ga gesit, kinerja menurun kacau",makin kesini ko jadi lama kalau ramai mah wajar lama pelayanan nya tidak kaya dulu tidak gesit kinerja menurun kacau,2025-04-17,Negatif
Gacoan Bojongsari,9 bulan lalu,2026-04-17,"pelayanan disini sangat baik, juga memuaskan",pelayanan disini sangat baik juga memuaskan,2025-07-17,Positif
Gacoan Bojongsari,8 bulan lalu,2026-04-17,"pelayanannya mantappp, dan tempatnya juga nyaman",pelayanannya mantappp dan tempatnya juga nyaman,2025-08-17,Positif
Gacoan Bojongsari,9 bulan lalu,2026-04-17,"Pelayanan sangat ramah, pelayanan sangat baik dan cepat",pelayanan sangat ramah pelayanan sangat baik dan cepat,2025-07-17,Positif
Gacoan Bojongsari,setahun lalu,2026-04-17,"makananya sangat enakkk,reccomended  bgt dehhh",makananya sangat enakkkreccomended sangat dehhh,2025-04-17,Positif
Gacoan Bojongsari,8 bulan lalu,2026-04-17,Shell nya ramah parah! Makanan enak,shell nya ramah parah makanan enak,2025-08-17,Positif
Gacoan Bojongsari,setahun lalu,2026-04-17,"makanan nya enak, pelayanannya bagus, pegawainya ramah ramah",makanan nya enak pelayanannya bagus pegawainya ramah ramah,2025-04-17,Positif
Gacoan Bojongsari,2 tahun lalu,2026-04-17,"Lama bgt parah sumpah gojek nunggu lama bgt, ongkir 8000 di suruh nunggu setengah jam lebih blom lagi nganternya aduh pokonya apes kalo dapet mie gacoan",lama sangat parah sumpah gojek nunggu lama sangat ongkir 8000 di suruh nunggu setengah jam lebih belum lagi nganternya aduh pokoknya apes kalau dapat mie gacoan,2024-04-17,Negatif
Gacoan Bojongsari,8 bulan lalu,2026-04-17,pelayanan kasirnya sangat ramah,pelayanan kasirnya sangat ramah,2025-08-17,Positif
Gacoan Bojongsari,8 bulan lalu,2026-04-17,"tempatnya enak,pegawai ramah",tempatnya enakpegawai ramah,2025-08-17,Positif
Gacoan Bojongsari,setahun lalu,2026-04-17,"sangat nyaman dan sangat enak, reccomend deh pokonyaaaa",sangat nyaman dan sangat enak reccomend deh pokonyaaaa,2025-04-17,Positif
Gacoan Bojongsari,setahun lalu,2026-04-17,pelayanan nya cepat and tempatnya juga lumayan enak,pelayanan nya cepat and tempatnya juga lumayan enak,2025-04-17,Positif
Gacoan Bojongsari,setahun lalu,2026-04-17,"Makanannya enakkk dan pelayanan nya ramah ramah, rekomendasiiiii deh",makanannya enakkk dan pelayanan nya ramah ramah rekomendasiiiii deh,2025-04-17,Positif
Gacoan Bojongsari,2 tahun lalu,2026-04-17,"Udah langganan sama mie gacoan, akhirnya buka di Bojongsari. Buat makanan + minumannya 10/10, pelayanannya 9/10, kebersihannya 9/10. Staffnya juga banyak membantu",sudah langganan sama mie gacoan akhirnya buka di bojongsari buat makanan minumannya 1010 pelayanannya 910 kebersihannya 910 staffnya juga banyak membantu,2024-04-17,Positif
Gacoan Bojongsari,setahun lalu,2026-04-17,sangat rekomendasi untuk makan disini,sangat rekomendasi untuk makan disini,2025-04-17,Positif
Gacoan Bojongsari,9 bulan lalu,2026-04-17,"makanan nya enak, harga murahh",makanan nya enak harga murahh,2025-07-17,Positif
Gacoan Bojongsari,3 bulan lalu,2026-04-17,Abang yg baju biruu gantengg,abang yang baju biruu gantengg,2026-01-17,Positif
Gacoan Bojongsari,3 bulan lalu,2026-04-17,"Layananya bagus,cepat",layananya baguscepat,2026-01-17,Positif
Gacoan Bojongsari,setahun lalu,2026-04-17,"mie gacoan bojong sari tempatnya nyaman, porsinya pas, enak buat tmpt kumpul. enjoy, harganya juga terjangkau untuk anak sekolah 🤙 …",mie gacoan bojong sari tempatnya nyaman porsinya pas enak buat tempat kumpul enjoy harganya juga terjangkau untuk anak sekolah,2025-04-17,Positif
Gacoan Bojongsari,2 tahun lalu,2026-04-17,"Sekarangkansistem gacoaan udh ambil sendiri untuk snack dan minumnya, eh pas saya dan teman saya mau ambil staf perempuan yg menjaganya kurang ramah dan tutur bahasany judes",sekarangkansistem gacoaan sudah ambil sendiri untuk snack dan minumnya eh pas saya dan teman saya mau ambil staf perempuan yang menjaganya kurang ramah dan tutur bahasany judes,2024-04-17,Negatif
Gacoan Bojongsari,2 tahun lalu,2026-04-17,"harga sangat terjangkau, tempat luas, sayangnya bebas merokok, Sangat tidak ramah anak.",harga sangat terjangkau tempat luas sayangnya bebas merokok sangat tidak ramah anak,2024-04-17,Positif
Gacoan Bojongsari,setahun lalu,2026-04-17,pelayanan sangat bagus dan tempat sangant bersih,pelayanan sangat bagus dan tempat sangant bersih,2025-04-17,Positif
Gacoan Bojongsari,2 tahun lalu,2026-04-17,"pelayanan baik, makanan nya jga enak",pelayanan baik makanan nya juga enak,2024-04-17,Positif
Gacoan Bojongsari,2 tahun lalu,2026-04-17,"apa ya masa pesen mie gacoan 6 datengnya cuma 5, terus pesen udang keju dan udang rambutan masing masing 3 yang Dateng cuma udang keju nya.. bagaimana si ini pelayanan nya Manahan lama banget",apa ya masa pesan mie gacoan 6 datengnya cuma 5 terus pesan udang keju dan udang rambutan masing masing 3 yang datang cuma udang keju nya bagaimana si ini pelayanan nya manahan lama sekali,2024-04-17,Negatif
Gacoan Bojongsari,2 tahun lalu,2026-04-17,"Ga jelas mienya dingin, sampe rumah asem kaya basi, gw beli mie gacoan di puncak panas mienya ini mie sama pangsin dingin padahal dateng disana jam 10 pagi",tidak jelas mienya dingin sampai rumah asem kaya basi saya beli mie gacoan di puncak panas mienya ini mie sama pangsin dingin padahal datang disana jam 10 pagi,2024-04-17,Negatif
Gacoan Bojongsari,7 bulan lalu,2026-04-17,Enak Pedesnya nampoll rekonendd abis,enak pedesnya nampoll rekonendd abis,2025-09-17,Positif
Gacoan Bojongsari,setahun lalu,2026-04-17,tempatnya bersih dan nyamann,tempatnya bersih dan nyamann,2025-04-17,Positif
Gacoan Bojongsari,2 tahun lalu,2026-04-17,"Parkir mobil dikebun, karena gakebagian parkir.. Pas masuk liat mobil garapih parkirnya padahal masih muat kalo parkir mobilnya dirapihkan lagi",parkir mobil dikebun karena gakebagian parkir pas masuk liat mobil garapih parkirnya padahal masih muat kalau parkir mobilnya dirapihkan lagi,2024-04-17,Negatif
Gacoan Bojongsari,setahun lalu,2026-04-17,"tempatnya nyaman, selalu bersih, makanan nya juga selalu konsisten",tempatnya nyaman selalu bersih makanan nya juga selalu konsisten,2025-04-17,Positif
Gacoan Bojongsari,setahun lalu,2026-04-17,"tempat nya bersih dan nyaman, pelayanan nya baguss",tempat nya bersih dan nyaman pelayanan nya baguss,2025-04-17,Positif
Gacoan Bojongsari,setahun lalu,2026-04-17,Kesan: layanan nya baik ramah Pesan: semoga makin laris,kesan layanan nya baik ramah pesan semoga makin laris,2025-04-17,Positif
Gacoan Bojongsari,sebulan lalu,2026-04-17,pelayanan oke,pelayanan oke,2026-03-17,Positif
Gacoan Bojongsari,2 tahun lalu,2026-04-17,"Antrian yang cukup cepat dibandingkan dengan cabang lainnya, makanan cukup enak dan suasana terbuka membuat diri saya nyaman",antrian yang cukup cepat dibandingkan dengan cabang lainnya makanan cukup enak dan suasana terbuka membuat diri saya nyaman,2024-04-17,Positif
Gacoan Bojongsari,setahun lalu,2026-04-17,pelayanan cepat dan beneran pedes! level 3 disini sama kaya level 4 di tempat lain.,pelayanan cepat dan benar pedas level 3 disini sama kaya level 4 di tempat lain,2025-04-17,Positif
Gacoan Bojongsari,3 bulan lalu,2026-04-17,"GACOANNYA ENAKKKK BGTTTT,PAS BGTT GA KERINGG",gacoannya enakkkk bgttttpas bgtt tidak keringg,2026-01-17,Positif
Gacoan Bojongsari,setahun lalu,2026-04-17,tempatnyaa nyaman buat kumpul bareng temen temen. udang kejunyaa jugaa enakk👍👍 …,tempatnyaa nyaman buat kumpul bareng teman teman udang kejunyaa jugaa enakk,2025-04-17,Positif
Gacoan Bojongsari,sebulan lalu,2026-04-17,mie gacoannya enak,mie gacoannya enak,2026-03-17,Positif
Gacoan Bojongsari,9 bulan lalu,2026-04-17,"enak ,pelayanannya baik",enak pelayanannya baik,2025-07-17,Positif
Gacoan Bojongsari,6 bulan lalu,2026-04-17,WIHH MANTAP PELAYANAN NYA + MIE NYA JUGA ENAK,wihh mantap pelayanan nya mie nya juga enak,2025-10-17,Positif
Gacoan Bojongsari,setahun lalu,2026-04-17,"Dine in nya bersih, kaka kaka nya ramah baik sekali, nyaman pokonya",dine in nya bersih kakak kakak nya ramah baik sekali nyaman pokoknya,2025-04-17,Positif
Gacoan Bojongsari,setahun lalu,2026-04-17,Enak banget pelayanan ramah pokonya is the best🥰🥰🥰🥰🥰 …,enak sekali pelayanan ramah pokoknya is the best,2025-04-17,Positif
Gacoan Bojongsari,8 bulan lalu,2026-04-17,pelayanan baikk,pelayanan baikk,2025-08-17,Positif
Gacoan Bojongsari,7 bulan lalu,2026-04-17,enak banget bangett,enak sekali sangat,2025-09-17,Positif
Gacoan Bojongsari,setahun lalu,2026-04-17,"Pelayanannya lama, sudah nunggu 40 mnt belum di anter2, bolak balik le pelayam oa doang. Parah",pelayanannya lama sudah nunggu 40 minta belum di anter2 bolak balik le pelayam oa saja parah,2025-04-17,Negatif
Gacoan Bojongsari,2 tahun lalu,2026-04-17,"Pelayanan nya baik , makanannya enak",pelayanan nya baik makanannya enak,2024-04-17,Positif
Gacoan Bojongsari,setahun lalu,2026-04-17,"Sangat nyaman dan sangat enak makannya, pelayannya jg sangat bagus",sangat nyaman dan sangat enak makannya pelayannya juga sangat bagus,2025-04-17,Positif
Gacoan Bojongsari,7 bulan lalu,2026-04-17,karyawan sangat ramah,karyawan sangat ramah,2025-09-17,Positif
Gacoan Bojongsari,setahun lalu,2026-04-17,Pelayanan ramah dan makanan nya cepet saji,pelayanan ramah dan makanan nya cepat saji,2025-04-17,Positif
Gacoan Bojongsari,2 bulan lalu,2026-04-17,layanannya bagus,layanannya bagus,2026-02-17,Positif
Gacoan Bojongsari,8 bulan lalu,2026-04-17,tempatnya luas enak,tempatnya luas enak,2025-08-17,Positif
Gacoan Bojongsari,2 tahun lalu,2026-04-17,Lama banget pelayanan nya saya sudah menunggu 30 menit makanan blm datang juga dan saya tanyakan ke mas mas nya katanya blm di proses tolong yaa di perbaiki lagi.,lama sekali pelayanan nya saya sudah menunggu 30 menit makanan belum datang juga dan saya tanyakan ke mas mas nya katanya belum di proses tolong yaa di perbaiki lagi,2024-04-17,Negatif
Gacoan Bojongsari,2 tahun lalu,2026-04-17,"tempatnya nyaman, bersih, pelayanan nya ramah ramah makanannya enakkk, ga nyesel deh pokonya😉😉😉 …",tempatnya nyaman bersih pelayanan nya ramah ramah makanannya enakkk tidak menyesal deh pokoknya,2024-04-17,Positif
Gacoan Bojongsari,setahun lalu,2026-04-17,"mi gacoan nya enak ,murah",mi gacoan nya enak murah,2025-04-17,Positif
Gacoan Bojongsari,2 tahun lalu,2026-04-17,"pelayanan ramah, tempat nyaman. rekomended🖤 …",pelayanan ramah tempat nyaman rekomended,2024-04-17,Positif
Gacoan Bojongsari,setahun lalu,2026-04-17,"pelayanan sangat baikk, makasi gacoan uda ngilangin laper🫰🏻🫰🏻 …",pelayanan sangat baikk terima kasih gacoan sudah menghilangkan lapar,2025-04-17,Positif
Gacoan Bojongsari,setahun lalu,2026-04-17,"Tempat nya asik dan harga ramah di kantong, kalo lagi ramai cukup lama antriannya",tempat nya asik dan harga ramah di kantong kalau lagi ramai cukup lama antriannya,2025-04-17,Positif
Gacoan Bojongsari,9 bulan lalu,2026-04-17,pelayanannya yg super baik pastinyaa,pelayanannya yang super baik pastinyaa,2025-07-17,Positif
Gacoan Bojongsari,setahun lalu,2026-04-17,"Menu makanan mie yg murah dengan level tingkat kepedasan, suasana selalu ramai.",menu makanan mie yang murah dengan level tingkat kepedasan suasana selalu ramai,2025-04-17,Positif
Gacoan Bojongsari,Diedit 5 bulan lalu,2026-04-17,gas innn guyssss,gas innn guyssss,2025-11-17,Positif
Gacoan Bojongsari,setahun lalu,2026-04-17,"Sangat bagus dan sangat baik dalam melayani, saya sangat suka🥰🫰🏻 …",sangat bagus dan sangat baik dalam melayani saya sangat suka,2025-04-17,Positif
Gacoan Bojongsari,setahun lalu,2026-04-17,"Makannya sangat enakk dan cepat,crewnya jg sangat ramah ramah sekaliiii",makannya sangat enakk dan cepatcrewnya juga sangat ramah ramah sekaliiii,2025-04-17,Positif
